sheet,row_id,Chagatai (chg_Arab),Chagatai Latin (chg_Latn),English (eng_Latn),Kazakh (kaz_Cyrl),Russian (rus_Cyrl),Uzbek (uzn_Latn),Turkish (tur_Latn),source_text,source_lang,type,length,Unnamed: 0
Ch 11,54,حالا,ḥālā,still,әлі,всё ещё,hali,hâlâ,ḥālā,chg,word,1,
Ch 11,55,شاهرخيە,şāhruḫiya,Shahrukhiya,Шахрухия,Шахрухия,Shohruhiya,Şahruhiye,şāhruḫiya,chg,word,1,
Ch 11,57,ترکستان,Türkistān,the town of Turkistan,Түркістан,Туркестан,Turkiston,Türkistan,Türkistān,chg,word,1,
Ch 11,58,خيلى,ḫaylı̇̄,quite,біраз,довольно,xeyli,hayli,ḫaylı̇̄,chg,word,1,
Ch 11,59,خيلى,ḫaylı̇̄,still,әлі,всё ещё,hamon,hâlâ,ḫaylı̇̄,chg,word,1,
Ch 11,60,قويي,quyı,downstream,төмен,вниз по течению,quyi,aşağı,quyı,chg,word,1,
Ch 11,61,تمام,tamām,complete,толық,полный,tamom,tamam,tamām,chg,word,1,
Ch 11,62,قوم,qum,sand,құм,песок,qum,kum,qum,chg,word,1,
Ch 11,63,-سينک,siñ-,soak,сіңу,впитываться,singmoq,sinmek,siñ-,chg,word,1,
Ch 11,64,-سينک,siñ-,seep,сіңу,просачиваться,singmoq,sızmak,siñ-,chg,word,1,
Ch 11,65,-قات,qat-,join,қосу,добавлять,qoʻshmoq,katmak,qat-,chg,word,1,
Ch 11,66,-قات,qat-,connect,жалғау,соединять,qoʻshmoq,birleştirmek,qat-,chg,word,1,
Ch 11,67,هر,här,every,әр,каждый,har,her,här,chg,word,1,
Ch 11,68,هچ,hı̇̄ç,no,еш,нет,hech,hiç,hı̇̄ç,chg,word,1,
Ch 11,69,هچ,hı̇̄ç,none,ешбірі,ни один,hech,hiçbiri,hı̇̄ç,chg,word,1,
Ch 11,70,يخشي,yaḫşı,good,жақсы,хороший,yaxshi,iyi,yaḫşı,chg,word,1,
Ch 11,71,قيليبدورسن,qılıpdursen,it is said that you did,қылыпсың,"говорят, ты сделал",qilibsan,yapmışsın,qılıpdursen,chg,word,1,
Ch 11,72,انکلامابدورميز,añlamapdurmız,it seems we did not listen,аңдамаппыз,"кажется, мы не слушали",anglamapmiz,dinlememişiz,añlamapdurmız,chg,word,1,
Ch 11,74,برمابدورلار,barmapdurlar,it is said that they did not give,бермепті,"говорят, они не дали",bermabdilar,vermemişler,barmapdurlar,chg,word,1,
Ch 11,75,شمال,şimāl,north,солтүстік,север,shimol,kuzey,şimāl,chg,word,1,
Ch 11,76,شمالى,şimāli,the north of,солтүстігі,север (чего-то),shimoli,kuzeyi,şimāli,chg,word,1,
Ch 11,77,شمالى,şimāl,northern,солтүстік,северный,shimoliy,kuzey,şimāl,chg,word,1,
Ch 11,78,اندجانى,Ändicān,from Andijan,Әндіжаннан,из Андижана,Andijondan,Andican'dan,Ändicān,chg,word,1,
Ch 11,79,سمرقندى,Samarqand,from Samarqand,Самарқандтан,из Самарканда,Samarqanddan,Semerkant'tan,Samarqand,chg,word,1,
Ch 11,80,شهر,şahar,city,қала,город,shahar,şehir,şahar,chg,word,1,
Ch 11,81,شهرى,şahar,urban,қалалық,городской,shahar,kentsel,şahar,chg,word,1,
Ch 11,82,بازار,bāzār,bazaar,базар,базар,bozor,pazar,bāzār,chg,word,1,
Ch 11,83,بازار,bāzār,market,нарық,рынок,bozor,çarşı,bāzār,chg,word,1,
Ch 11,84,بازارى,bāzār,of the bazaar,базардың,базарный,bozorning,pazarın,bāzār,chg,word,1,
Ch 11,93,کلکاى,kelgey,let her come,келсін,пусть она придет,kelsin,gelsin,kelgey,chg,word,1,
Ch 11,94,کلکاى,kelgey,may she come,келгей,да придет она,kelgay,gele,kelgey,chg,word,1,
Ch 11,95,کلکاى,kelgey,they ought to come,келуі керек,им следует прийти,kelgaylar,gelmeliler,kelgey,chg,word,1,
Ch 11,107,پارە,pāra,piece,бөлік,кусок,pora,parça,pāra,chg,word,1,
Ch 11,108,قصبە,qaṣaba,fortress,қалашық,крепость,qasaba,hisar,qaṣaba,chg,word,1,
Ch 11,109,داغی,daǧı,also,тағы,также,dagʻi,dahi,daǧı,chg,word,1,
Ch 11,110,داغی,daǧı,more,тағы,более,yana,daha,daǧı,chg,word,1,
Ch 11,112,اندجان,Andicān,Andijan,Әндіжан,Андижан,Andijon,Andican,Andicān,chg,word,1,
Ch 11,113,وسط,wasaṭ,middle,орта,середина,vasat,orta,wasaṭ,chg,word,1,
Ch 11,114,پاى تخت,pāy-taḫt,capital city,астана,столица,poytaxt,başkent,pāy-taḫt,chg,word,1,
Ch 11,115,وافر,wāfir,abundant,мол,обильный,vofir,bol,wāfir,chg,word,1,
Ch 11,116,اوزوم,üzüm,grape,жүзім,виноград,uzum,üzüm,üzüm,chg,word,1,
Ch 11,117,قاوون,qawun,melon,қауын,дыня,qovun,kavun,qawun,chg,word,1,
Ch 11,118,محل,maḥall,time,уақыт,время,mahal,vakit,maḥall,chg,word,1,
Ch 11,119,محل,maḥall,season,маусым,сезон,mavsum,mevsim,maḥall,chg,word,1,
Ch 11,120,پاليز,pāliz,orchard,бақ,сад,bogʻ,bağ,pāliz,chg,word,1,
Ch 11,121,پاليز,pāliz,melon patch,бақша,бахча,poliz,bostan,pāliz,chg,word,1,
Ch 11,122,ناشپاتي,naşpatı,pear,алмұрт,груша,nok,armut,naşpatı,chg,word,1,
Ch 11,123,ما ورا النهر,Māwarāu'n-nahr,The Land Beyond the River,Мавераннахр,Мавераннахр,Movaraunnahr,Maveraünnehir,Māwarāu'n-nahr,chg,word,1,
Ch 11,124,ما ورا النهر,Māwarāu'n-nahr,Transoxiana,Трансоксания,Трансоксиана,Transoxiana,Transoksiyana,Māwarāu'n-nahr,chg,word,1,
Ch 11,126,قورغان,qorǧan,fortress,қорған,крепость,qoʻrgʻon,kale,qorǧan,chg,word,1,
Ch 11,127,سونکرە,soñra,later,кейінірек,позже,soʻngra,sonra,soñra,chg,word,1,
Ch 11,128,سونکرە,soñra,after,кейін,после,soʻngra,sonra,soñra,chg,word,1,
Ch 11,129,سونکرە,soñra,beyond,арғы жағында,за,narigi tomon,ötesinde,soñra,chg,word,1,
Ch 11,130,اولوغ,uluǧ,great,ұлы,великий,ulugʻ,ulu,uluǧ,chg,word,1,
Ch 11,131,ترناو,tärnaw,irrigation canal,арық,оросительный канал,ariq,su kanalı,tärnaw,chg,word,1,
Ch 11,132,کير-,kir-,to enter,кіру,входить,kirmoq,girmek,kir-,chg,word,1,
Ch 11,133,عجب,ʿacab,remarkable,ғажап,удивительный,ajab,acayip,ʿacab,chg,word,1,
Ch 11,134,خندق,ḫandaq,trench,ор,ров,xandaq,hendek,ḫandaq,chg,word,1,
Ch 11,135,يان,yān,side,жақ,сторона,yon,yan,yān,chg,word,1,
Ch 11,136,سنک ريزە,sañ-reza,gravel,қиыршық тас,гравий,shagʻal,çakıl,sañ-reza,chg,word,1,
Ch 11,137,سنک ريزەليک,sañ-rezalik,gravelly,тасты,гравийный,toshloq,çakıllı,sañ-rezalik,chg,word,1,
Ch 11,139,راە,rāh,road,жол,дорога,yoʻl,yol,rāh,chg,word,1,
Ch 11,140,-توش,tüş-,to be situated,орналасу,располагаться,tushmoq,yer almak,tüş-,chg,word,1,
Ch 11,141,-توش,tüş-,to dismount,аттан түсу,спешиваться,tushmoq,inmek,tüş-,chg,word,1,
Ch 11,142,-توش,tüş-,to fall,құлау,падать,tushmoq,düşmek,tüş-,chg,word,1,
Ch 11,143,قلعە,qalʿa,fortress,қамал,крепость,qalʼa,kale,qalʿa,chg,word,1,
Ch 11,144,محلات,maḥallat,neighborhood,махалла,квартал,mahallalar,mahalle,maḥallat,chg,word,1,
Ch 11,145,محلە,maḥalla,neighborhood,махалла,махалля,mahalla,mahalle,maḥalla,chg,word,1,
Ch 11,146,محلە,maḥalla,outlying region of a settlement,шеткі аймақ,окраина,chekka mahalla,kenar mahalle,maḥalla,chg,word,1,
Ch 11,147,ياقا,yaqa,edge,жаға,край,yoqa,yaka,yaqa,chg,word,1,
Ch 11,148,آو,aw,hunt,аңшылық,охота,ov,av,aw,chg,word,1,
Ch 11,149,آو,aw,hunting,аң аулау,охота,ov qilish,avcılık,aw,chg,word,1,
Ch 11,150,اوى,awı,for hunting,аңға,для охоты,ovi,av için,awı,chg,word,1,
Ch 11,151,قوش,quş,bird,құс,птица,qush,kuş,quş,chg,word,1,
Ch 11,152,قوش,quş,fowling,құс аулау,охота на птиц,qush ovlash,kuş avı,quş,chg,word,1,
Ch 11,153,قیرغاول,qırǧawul,pheasant,қырғауыл,фазан,qirgʻovul,sülün,qırǧawul,chg,word,1,
Ch 11,154,بيحد,bı̇̄-ḥadd,without limit,шексіз,безграничный,behad,sınırsız,bı̇̄-ḥadd,chg,word,1,
Ch 11,155,بيحد,bı̇̄-ḥadd,innumerable,сансыз,бесчисленный,behisob,sayısız,bı̇̄-ḥadd,chg,word,1,
Ch 11,156,سيميز,sémiz,fat,семіз,жирный,semiz,semiz,sémiz,chg,word,1,
Ch 11,157,-توکات,tüget-,to finish,бітіру,заканчивать,tugatmoq,tüketmek,tüget-,chg,word,1,
Ch 11,158,ايل,él,nation,ел,нация,el,ulus,él,chg,word,1,
Ch 11,159,ايل,él,people,халық,народ,xalq,halk,él,chg,word,1,
Ch 11,160,تورک,Türk,Turk,Түрік,Тюрок,Turk,Türk,Türk,chg,word,1,
Ch 11,161,شهرى,şaharı,of the city,қаланың,городской,shaharning,şehrin,şaharı,chg,word,1,
Ch 11,162,بازارى,bāzārı,of the bazaar,базардың,базарный,bozorning,pazarın,bāzārı,chg,word,1,
Ch 11,163,ترىک,Türk,the Turkic language,түркі тілі,тюркский язык,turkiy til,Türkçe,Türk,chg,word,1,
Ch 11,164,لفظ,lafẓ,word,сөз,слово,lafz,söz,lafẓ,chg,word,1,
Ch 11,165,قلم,qalam,speech,сөз,речь,kalom,kelam,qalam,chg,word,1,
Ch 11,166,قلم,qalam,pen,қалам,перо,qalam,kalem,qalam,chg,word,1,
Ch 11,167,راست,rāst,True,рас,правда,rost,gerçek,rāst,chg,word,1,
Ch 11,168,راست,rāst,correct,дұрыс,правильный,toʻgʻri,doğru,rāst,chg,word,1,
Ch 11,169,ن,ne,what,не,что,ne,ne,ne,chg,word,1,
Ch 11,170,نمە,neme,what,не,что,nima,ne,neme,chg,word,1,
Ch 11,172,مصنفات,muṣannafāt,compositions,шығармалар,сочинения,asarlar,eserler,muṣannafāt,chg,word,1,
Ch 11,173,مصنفە,muṣannafa,composition,шығарма,сочинение,asar,eser,muṣannafa,chg,word,1,
Ch 11,176,هرى,Harı̇̄,Herat,Герат,Герат,Hirot,Herat,Harı̇̄,chg,word,1,
Ch 11,177,هرات,Herāt,Herat,Герат,Герат,Hirot,Herat,Herāt,chg,word,1,
Ch 11,178,تيل,til,language,тіл,язык,til,dil,til,chg,word,1,
Ch 11,179,تيل,til,tongue,тіл,язык (орган),til,dil,til,chg,word,1,
Ch 11,180,تاب-,tap-,to find,табу,находить,topmoq,bulmak,tap-,chg,word,1,
Ch 11,181,آرا,ara,space between,аралық,пространство между,ora,ara,ara,chg,word,1,
Ch 11,182,آرا,ara,among,арасында,среди,orasida,arasında,ara,chg,word,1,
Ch 11,183,آراسيدە,arasıda,among them,арасында,среди них,orasida,aralarında,arasıda,chg,word,1,
Ch 11,184,حسن,ḥüsn,beauty,көркемдік,красота,husn,güzellik,ḥüsn,chg,word,1,
Ch 11,185,يوسف,Yūsuf,Yusuf,Жүсіп,Юсуф,Yusuf,Yusuf,Yūsuf,chg,word,1,
Ch 11,186,موسيقي,mūsq,music,музыка,музыка,musiqa,musiki,mūsq,chg,word,1,
Ch 11,187,اندجانى,Andicān,from Andijan,Әндіжандық,из Андижана,Andijonlik,Andicanlı,Andicān,chg,word,1,
Ch 11,188,عفونت,ʿafūnat,putridity,сасық иіс,зловоние,badboʻylik,ufunet,ʿafūnat,chg,word,1,
Ch 11,189,کوز,küz,autumn,күз,осень,kuz,sonbahar,küz,chg,word,1,
Ch 11,190,بزکاک,bezgek,a disease,ауру,болезнь,kasallik,hastalık,bezgek,chg,word,1,
Ch 11,191,بزکاک,bezgek,malaria,безгек,малярия,bezgak,sıtma,bezgek,chg,word,1,
Ch 11,195,اوش,Oş,Osh,Ош,Ош,Osh,Oş,Oş,chg,word,1,
Ch 11,196,مايل,māyil,toward,бейім,склонный,moyil,meyilli,māyil,chg,word,1,
Ch 11,197,مايل,māyil,inclining,бейім,наклоненный,moyil,eğilimli,māyil,chg,word,1,
Ch 11,198,يغاچ,yaǧaç,league,ағаш (өлшем),лига,yogʻoch,fersah,yaǧaç,chg,word,1,
Ch 11,199,خوب,ḫūb,good,жақсы,хороший,yaxshi,iyi,ḫūb,chg,word,1,
Ch 11,200,خوب,ḫūb,well,жақсы,хорошо,yaxshi,iyi,ḫūb,chg,word,1,
Ch 11,201,بهار,bahār,spring,көктем,весна,bahor,ilkbahar,bahār,chg,word,1,
Ch 11,202,بسيار,besyār,very,өте,очень,juda,çok,besyār,chg,word,1,
Ch 11,203,فضيلت,fażı̇̄let,excellence,қасиет,достоинство,fazilat,fazilet,fażı̇̄let,chg,word,1,
Ch 11,204,احاديث,aḥādis̱,sayings,хадистер,хадисы,hadislar,hadisler,aḥādis̱,chg,word,1,
Ch 11,205,خديث,ḥadı̇̄s̱,saying,хадис,хадис,hadis,hadis,ḥadı̇̄s̱,chg,word,1,
Ch 11,206,وارد,wārid,informed,хабардар,осведомленный,xabardor,haberdar,wārid,chg,word,1,
Ch 11,207,وارد,wārid,known,мәлім,известный,maʼlum,malum,wārid,chg,word,1,
Ch 11,208,موزون,mawzūn,balanced in its proportions,үйлесімді,соразмерный,mavzun,ölçülü,mawzūn,chg,word,1,
Ch 11,210,موسوم,mı̇̄wsūm,known as,аталған,называемый,atalgan,adlandırılan,mı̇̄wsūm,chg,word,1,
Ch 11,211,قلە,qulla,peak,шың,пик,choʻqqi,zirve,qulla,chg,word,1,
Ch 11,212,قلە,qulla,summit,төбе,вершина,choʻqqi,tepe,qulla,chg,word,1,
Ch 11,214,حجرە,ḥucra,chamber,бөлме,комната,hujra,oda,ḥucra,chg,word,1,
Ch 11,215,حجرە,ḥucra,pavilion,павильон,павильон,shiypon,köşk,ḥucra,chg,word,1,
Ch 11,216,تومشوغ,tumşuǧ,spur,тау сілемі,отрог,tumshuq,dağ sırtı,tumşuǧ,chg,word,1,
Ch 11,217,تومشوغ,tumşuǧ,subpeak,кіші шың,под-вершина,kichik choʻqqi,alt zirve,tumşuǧ,chg,word,1,
Ch 11,218,تومشوغ,tumşuǧ,bill,тұмсық,клюв,tumshuq,gaga,tumşuǧ,chg,word,1,
Ch 11,219,تومشوغ,tumşuǧ,muzzle,тұмсық,морда,tumshuq,burun,tumşuǧ,chg,word,1,
Ch 11,220,تومشوغ,tumşuǧ,snout,тұмсық,рыло,tumshuq,burun,tumşuǧ,chg,word,1,
Ch 11,221,ايوان,aywān,portico,бастырма,портик,ayvon,eyvan,aywān,chg,word,1,
Ch 11,222,ايوان,aywān,porch,кіреберіс,крыльцо,ayvon,sundurma,aywān,chg,word,1,
Ch 11,223,ايوان,aywān,veranda,веранда,веранда,ayvon,verenda,aywān,chg,word,1,
Ch 11,224,مرتفع,murtafiʿ,high up,биік,высокий,baland,yüksek,murtafiʿ,chg,word,1,
Ch 11,225,ولی,wälı̇̄,but,бірақ,но,lekin,ama,wälı̇̄,chg,word,1,
Ch 11,226,ولی,wälı̇̄,nevertheless,сонда да,тем не менее,shunga qaramay,yine de,wälı̇̄,chg,word,1,
Ch 11,227,اياق,ayaq,foot,аяқ,нога,oyoq,ayak,ayaq,chg,word,1,
Ch 11,228,اياق,ayaq,bottom,түбі,дно,ost,dip,ayaq,chg,word,1,
Ch 11,229,رود,rūd,river,өзен,река,daryo,nehir,rūd,chg,word,1,
Ch 11,230,مشرف,muşrif,overlooking,қарайтын,выходящий на,qaragan,bakan,muşrif,chg,word,1,
Ch 11,231,بنفشە,binafşa,violet,шегіргүл,фиалка,binafsha,menekşe,binafşa,chg,word,1,
Ch 11,232,لطيف,laṭı̇̄f,elegant,нәзік,элегантный,latif,zarif,laṭı̇̄f,chg,word,1,
Ch 11,233,قالين,qalın,thick,қалың,толстый,qalin,kalın,qalın,chg,word,1,
Ch 11,234,لاله,lāla,tulip,қызғалдақ,тюльпан,lola,lale,lāla,chg,word,1,
Ch 11,235,کل,gül,rose,раушан,роза,gul,gül,gül,chg,word,1,
Ch 11,236,-اچ,aç-,to open,ашу,открывать,ochmoq,açmak,aç-,chg,word,1,
Ch 11,237,-اچيل,açıl-,to bloom,ашылу,расцветать,ochilmoq,açılmak,açıl-,chg,word,1,
Ch 11,238,دامنە,dāmana,foot of a mountain,тау етегі,подножие горы,togʻ etagi,dağ eteği,dāmana,chg,word,1,
Ch 11,239,مسجد,mescid,mosque,мешіт,мечеть,masjid,cami,mescid,chg,word,1,
Ch 11,240,جوزا,cawzā,the constellation of Gemini,Егіздер,Близнецы,Javzo,İkizler,cawzā,chg,word,1,
Ch 11,241,اولوق,uluq,great,ұлы,великий,ulugʻ,ulu,uluq,chg,word,1,
Ch 11,242,اولوغ,uluǧ,great,ұлы,великий,ulugʻ,ulu,uluǧ,chg,word,1,
Ch 11,243,شە,şah,royal,корольдік,королевский,shohona,kraliyet,şah,chg,word,1,
Ch 11,244,شاە,şāh,royal,корольдік,королевский,shohona,kraliyet,şāh,chg,word,1,
Ch 11,247,جوى,cūy,canal,арық,канал,ariq,kanal,cūy,chg,word,1,
Ch 11,248,تاشقارى,taşqarı,external,сыртқы,внешний,tashqi,harici,taşqarı,chg,word,1,
Ch 11,249,تاشقارى,taşqarı,outside,сыртта,снаружи,tashqari,dışarı,taşqarı,chg,word,1,
Ch 11,250,صحن,saḥn,courtyard,аула,двор,hovli,avlu,saḥn,chg,word,1,
Ch 11,251,پرسايە,pur-sāya,shady,көлеңкелі,тенистый,soyali,gölgeli,pur-sāya,chg,word,1,
Ch 11,252,پر,pur,full of,толы,полный,toʻla,dolu,pur,chg,word,1,
Ch 11,253,سايە,sāya,shade,көлеңке,тень,soya,gölge,sāya,chg,word,1,
Ch 11,254,صفاليق,ṣafālıq,pleasant,жайлы,приятный,yoqimli,hoş,ṣafālıq,chg,word,1,
Ch 11,255,صفا,ṣafā,pleasantness,рахат,удовольствие,safo,sefa,ṣafā,chg,word,1,
Ch 11,256,ميدان,maydān,square,алаң,площадь,maydon,meydan,maydān,chg,word,1,
Ch 11,257,ميدان,maydān,field,дала,поле,dala,alan,maydān,chg,word,1,
Ch 11,258,مسافر,musāfir,traveler,жолаушы,путешественник,musofir,yolcu,musāfir,chg,word,1,
Ch 11,259,رهگذر,rah-guẕar,wayfarer,жолаушы,путник,yoʻlovchi,yolcu,rah-guẕar,chg,word,1,
Ch 11,260,رهگذر,rah-guẕar,traveler upon the road,жолдағы жолаушы,путешественник на дороге,yoʻlovchi,yoldan geçen,rah-guẕar,chg,word,1,
Ch 11,261,استراحت,istirāḥat,resting place,демалыс орны,место отдыха,istirohatgoh,dinlenme yeri,istirāḥat,chg,word,1,
Ch 11,262,اوباش,awbāş,rabble,тобыр,сброд,avbosh,ayaktakımı,awbāş,chg,word,1,
Ch 11,263,اوباش,awbāş,urchins,тентектер,сорванцы,bezorilar,yumurcaklar,awbāş,chg,word,1,
Ch 11,264,ظرافت,ẓarāfat,joke,әзіл,шутка,hazil,şaka,ẓarāfat,chg,word,1,
Ch 11,265,ظرافت,ẓarāfat,prank,қалжың,розыгрыш,shoʻxlik,şaka,ẓarāfat,chg,word,1,
Ch 11,266,قوى-,quy-,to pour,құю,лить,quymoq,dökmek,quy-,chg,word,1,
Ch 11,267,باغات,bāǧāt,orchards,бақтар,сады,bogʻlar,bahçeler,bāǧāt,chg,word,1,
Ch 11,268,باغ,bāǧ,orchard,бақ,сад,bogʻ,bahçe,bāǧ,chg,word,1,
Ch 11,269,ياران,yārān,friends,достар,друзья,doʻstlar,dostlar,yārān,chg,word,1,
Ch 11,270,خواجکان,ḫᵛācagān,khwajas,қожалар,ходжи,xojalar,hocalar,ḫᵛācagān,chg,word,1,
Ch 12,1,ابتدا,ibtidā,beginning,бастау,начало,ibtido,başlangıç,ibtidā,chg,word,1,
Ch 12,2,انتها,intihā,end,аяқталу,конец,intiho,bitiş,intihā,chg,word,1,
Ch 12,3,شريک,şerı̇̄k,partner,серік,партнер,sherik,ortak,şerı̇̄k,chg,word,1,
Ch 12,4,ييتي,yéti,seven,жеті,семь,yetti,yedi,yéti,chg,word,1,
Ch 12,5,قط,qaṭ,layer,қабат,слой,qat,kat,qaṭ,chg,word,1,
Ch 12,6,آسمان,āsmān,sky,аспан,небо,osmon,gökyüzü,āsmān,chg,word,1,
Ch 12,7,عالم,ʿālam,world,ғалам,мир,olam,alem,ʿālam,chg,word,1,
Ch 12,8,تی,té-,to say,де-,сказать,de-,de-,té-,chg,word,1,
Ch 12,9,بولدور,boldur-,to bring about,болдыр-,создать,bo'ldir-,oldur-,boldur-,chg,word,1,
Ch 12,10,تنکرى,Täñri,God,Тәңір,Бог,Tangri,Tanrı,Täñri,chg,word,1,
Ch 12,11,بارچە,barça,all,барша,все,barcha,hepsi,barça,chg,word,1,
Ch 12,12,جن,cin,djinn,жын,джинн,jin,cin,cin,chg,word,1,
Ch 12,13,جن,cin,genie,жын,джинн,jin,cin,cin,chg,word,1,
Ch 12,14,يبار,yiber-,to send,жібер-,посылать,yubor-,göndermek,yiber-,chg,word,1,
Ch 12,15,ايلچى,élçi,emissary,елші,посол,elchi,elçi,élçi,chg,word,1,
Ch 12,16,اولو العزم,ulūl-ʿazm,those possessing the power of decision,ұлұғ әл-азм,улу-ль-азм,ulul'azm,ulu'l-azm,ulūl-ʿazm,chg,word,1,
Ch 12,17,رسالت,risālat,message,хабар,послание,risolat,risalet,risālat,chg,word,1,
Ch 12,18,نبوت,nübūwwat,prophecy,пайғамбарлық,пророчество,nubuvvat,nübüvvet,nübūwwat,chg,word,1,
Ch 12,19,خاتمت,ḫātimat,end,соңы,завершение,hotima,son,ḫātimat,chg,word,1,
Ch 12,20,خاتمت,ḫātimat,the seal,мөр,печать,hotima,mühür,ḫātimat,chg,word,1,
Ch 12,21,عنايت,ʿināyat,favor,инаят,милость,inoyat,inayet,ʿināyat,chg,word,1,
Ch 12,22,عنايت,ʿināyat,bestowal,сый,дарование,inoyat,lütuf,ʿināyat,chg,word,1,
Ch 12,23,مرتبە,märtäbä,station,мәртебе,степень,martaba,mertebe,märtäbä,chg,word,1,
Ch 12,24,رسول,rasūl,messenger,елші,посланник,rasul,resul,rasūl,chg,word,1,
Ch 12,27,درود,durūd,praise,мадақ,хвала,durud,övgü,durūd,chg,word,1,
Ch 12,28,درود,durūd,prayer,дұға,молитва,duo,dua,durūd,chg,word,1,
Ch 12,29,سبب,sebeb,reason,себеп,причина,sabab,sebep,sebeb,chg,word,1,
Ch 12,31,ابو الغازى,Äbuʾl-ğāzı̇̄,Abu ‘l-Ghazi,Әбілғазы,Абу-ль-Гази,Abulg'ozi,Ebulgazi,Äbuʾl-ğāzı̇̄,chg,word,1,
Ch 12,32,بهادور,bahādur,hero,баһадүр,богатырь,bahodir,bahadır,bahādur,chg,word,1,
Ch 12,33,چنکزى,Çiñgiz,descended from Chinggis Khan,Шыңғыс ұрпағы,чингизид,Chingiziy,Cengiz soyundan,Çiñgiz,chg,word,1,
Ch 12,34,خوارزمی,Ḫᵛārazm,from Khwarezm,Хорезмдік,из Хорезма,Xorazmlik,Harizmli,Ḫᵛārazm,chg,word,1,
Ch 12,35,خوارزمی,Ḫᵛārazm,descended from its rulers,оның билеушілерінен тараған,потомок его правителей,uning hukmdorlari avlodi,hükümdarlarının soyundan,Ḫᵛārazm,chg,word,1,
Ch 12,36,آنداق,andaq,in that way,солай,так,undoq,öyle,andaq,chg,word,1,
Ch 12,39,اولاد,äwlād,descendants,әулет,потомки,avlod,evlatlar,äwlād,chg,word,1,
Ch 12,40,مُؤَرِّخ,muwarriḫ,historian,тарихшы,историк,muarrix,müverrih,muwarriḫ,chg,word,1,
Ch 12,41,فارسی,Fārsı̇̄,Farsi,Парсы,фарси,fors,Farsça,Fārsı̇̄,chg,word,1,
Ch 12,42,فارسی,Fārsı̇̄,Persian language,Парсы тілі,персидский язык,fors tili,Fars dili,Fārsı̇̄,chg,word,1,
Ch 12,43,توغ,tuǧ-,to bear,ту-,родить,tug'-,doğ-,tuǧ-,chg,word,1,
Ch 12,44,توغ,tuǧ-,to give birth to,туу,рожать,tug'moq,doğurmak,tuǧ-,chg,word,1,
Ch 12,45,سيز,-siz,without,-сыз/-сіз,без,-siz,-sız,-siz,chg,word,1,
Ch 12,46,اوت,ot,grass,от,трава,o't,ot,ot,chg,word,1,
Ch 12,47,اوتلوق,otluq,grassy,отты,травянистый,o'tloq,otlu,otluq,chg,word,1,
Ch 12,49,کوزسيز,közsiz,eyeless,көзсіз,безглазый,ko'zsiz,gözsüz,közsiz,chg,word,1,
Ch 12,50,دوست سيز,dostsız,friendless,доссыз,без друзей,do'stsiz,dostsuz,dostsız,chg,word,1,
Ch 12,51,کتاب سيز,kitābsız,bookless,кітапсыз,без книги,kitobsiz,kitapsız,kitābsız,chg,word,1,
Ch 12,52,بول,Bol,be,Бол,Будь,Bo'l,Ol,Bol,chg,word,1,
Ch 12,53,اولتور,Oltur,sit,Отыр,Сиди,O'tir,Otur,Oltur,chg,word,1,
Ch 12,54,کيل,Kél,Come,Кел,Приди,Kel,Gel,Kél,chg,word,1,
Ch 12,55,دى,Dé,Speak,Де,Скажи,De,De,Dé,chg,word,1,
Ch 12,71,آلدندا,aldında,in front of him,алдында,перед ним,oldida,önünde,aldında,chg,word,1,
Ch 12,72,يريدين,yeridin,from his land,жерінен,из его земли,yeridan,yerinden,yeridin,chg,word,1,
Ch 12,73,آنلارنينك,anlarnıñ,of them,олардың,их,ularning,onların,anlarnıñ,chg,word,1,
Ch 12,74,آتيغە,atıǧa,to his name,атына,к его имени,otiga,adına,atıǧa,chg,word,1,
Ch 12,75,پادشاەليق,pādişāhlıq,kingship,патшалық,царствование,podshohlik,padişahlık,pādişāhlıq,chg,word,1,
Ch 12,76,پادشاەليق,pādişāhlıq,rulership,билік,правление,hukmdorlik,hükümdarlık,pādişāhlıq,chg,word,1,
Ch 12,77,بلاليق,balalıq,childhood,балалық,детство,bolalik,çocukluk,balalıq,chg,word,1,
Ch 12,78,خداليق,ḫudālıq,deity,құдайлық,божество,xudolik,tanrılık,ḫudālıq,chg,word,1,
Ch 12,79,خداليق,ḫudālıq,godliness,тақуалық,божественность,ilohiylik,ilahlık,ḫudālıq,chg,word,1,
Ch 12,81,بي پرواليق,bı̇̄-parwālıq,inattentiveness,бейқамдық,невнимательность,beparvolik,umursamazlık,bı̇̄-parwālıq,chg,word,1,
Ch 12,82,بی پروا,bı̇̄-parwā,inattentive,бейқам,невнимательный,beparvo,umursamaz,bı̇̄-parwā,chg,word,1,
Ch 12,83,پروا,pärwā,attention,назар,внимание,parvo,perva,pärwā,chg,word,1,
Ch 12,84,آت,at,name,ат,имя,ot,ad,at,chg,word,1,
Ch 12,85,دانشمند,dānışmand,wise,данышпан,мудрый,donishmand,bilge,dānışmand,chg,word,1,
Ch 12,86,تقي,taqı,and,және,и,va,ve,taqı,chg,word,1,
Ch 12,87,تقي,taqı,also,тағы,также,tag'i,dahi,taqı,chg,word,1,
Ch 12,88,تقي,taqı,too,да,тоже,ham,da,taqı,chg,word,1,
Ch 12,89,تقي,taqı,another,басқа,другой,yana,diğer,taqı,chg,word,1,
Ch 12,90,تقي,taqı,again,қайта,снова,yana,yine,taqı,chg,word,1,
