id,sheet,source_text,target_text,source_lang,target_lang,type,length
Ch 10_120_kk,Ch 10,mendin,менен,chg,kk,word,1
Ch 10_120_ru,Ch 10,mendin,от меня,chg,ru,word,1
Ch 10_120_uz,Ch 10,mendin,mendan,chg,uz,word,1
Ch 10_120_tr,Ch 10,mendin,benden,chg,tr,word,1
Ch 10_123_en,Ch 10,seni,you (acc),chg,en,word,1
Ch 10_123_kk,Ch 10,seni,сені,chg,kk,word,1
Ch 10_123_ru,Ch 10,seni,тебя,chg,ru,word,1
Ch 10_123_uz,Ch 10,seni,seni,chg,uz,word,1
Ch 10_123_tr,Ch 10,seni,seni,chg,tr,word,1
Ch 10_124_en,Ch 10,sende,on you,chg,en,word,1
Ch 10_124_kk,Ch 10,sende,сенде,chg,kk,word,1
Ch 10_124_ru,Ch 10,sende,на тебе,chg,ru,word,1
Ch 10_124_uz,Ch 10,sende,senda,chg,uz,word,1
Ch 10_124_tr,Ch 10,sende,sende,chg,tr,word,1
Ch 10_125_en,Ch 10,seniñ,yours,chg,en,word,1
Ch 10_130_en,Ch 10,aña,to him,chg,en,word,1
Ch 10_130_kk,Ch 10,aña,оған,chg,kk,word,1
Ch 10_130_ru,Ch 10,aña,ему,chg,ru,word,1
Ch 10_130_uz,Ch 10,aña,unga,chg,uz,word,1
Ch 10_130_tr,Ch 10,aña,ona,chg,tr,word,1
Ch 10_131_en,Ch 10,anı,him,chg,en,word,1
Ch 10_131_kk,Ch 10,anı,оны,chg,kk,word,1
Ch 10_131_ru,Ch 10,anı,его,chg,ru,word,1
Ch 10_131_uz,Ch 10,anı,uni,chg,uz,word,1
Ch 10_131_tr,Ch 10,anı,onu,chg,tr,word,1
Ch 10_132_en,Ch 10,anda,on him,chg,en,word,1
Ch 10_132_ru,Ch 10,anda,на нем,chg,ru,word,1
Ch 10_132_uz,Ch 10,anda,unda,chg,uz,word,1
Ch 10_132_tr,Ch 10,anda,onda,chg,tr,word,1
Ch 10_133_ru,Ch 10,anıñ,его (притяж.),chg,ru,word,1
Ch 10_135_en,Ch 10,anıñda,on him,chg,en,word,1
Ch 10_135_kk,Ch 10,anıñda,оныңда,chg,kk,word,1
Ch 10_135_ru,Ch 10,anıñda,на нем,chg,ru,word,1
Ch 10_135_uz,Ch 10,anıñda,uningda,chg,uz,word,1
Ch 10_135_tr,Ch 10,anıñda,onun da,chg,tr,word,1
Ch 10_137_en,Ch 10,unıñ,his,chg,en,word,1
Ch 10_137_kk,Ch 10,unıñ,оның,chg,kk,word,1
Ch 10_137_ru,Ch 10,unıñ,его,chg,ru,word,1
Ch 10_137_uz,Ch 10,unıñ,uning,chg,uz,word,1
Ch 10_137_tr,Ch 10,unıñ,onun,chg,tr,word,1
Ch 10_138_en,Ch 10,unıñdın,from him,chg,en,word,1
Ch 10_138_kk,Ch 10,unıñdın,оныңдан,chg,kk,word,1
Ch 10_138_ru,Ch 10,unıñdın,от него,chg,ru,word,1
Ch 10_138_uz,Ch 10,unıñdın,uningdan,chg,uz,word,1
Ch 10_138_tr,Ch 10,unıñdın,ondan,chg,tr,word,1
Ch 10_139_en,Ch 10,anıñdın,from him,chg,en,word,1
Ch 10_139_kk,Ch 10,anıñdın,оныңдан,chg,kk,word,1
Ch 10_139_ru,Ch 10,anıñdın,от него (вариант),chg,ru,word,1
Ch 10_139_uz,Ch 10,anıñdın,uningdan,chg,uz,word,1
Ch 10_139_tr,Ch 10,anıñdın,ondan,chg,tr,word,1
Ch 10_141_en,Ch 10,bizge,to us,chg,en,word,1
Ch 10_141_kk,Ch 10,bizge,бізге,chg,kk,word,1
Ch 10_141_ru,Ch 10,bizge,нам,chg,ru,word,1
Ch 10_141_uz,Ch 10,bizge,bizga,chg,uz,word,1
Ch 10_141_tr,Ch 10,bizge,bize,chg,tr,word,1
Ch 10_143_en,Ch 10,bizde,on us,chg,en,word,1
Ch 10_143_kk,Ch 10,bizde,бізде,chg,kk,word,1
Ch 10_143_ru,Ch 10,bizde,на нас,chg,ru,word,1
Ch 10_143_uz,Ch 10,bizde,bizda,chg,uz,word,1
Ch 10_143_tr,Ch 10,bizde,bizde,chg,tr,word,1
Ch 10_144_en,Ch 10,bizniñ,ours,chg,en,word,1
Ch 10_145_en,Ch 10,bizdin,from us,chg,en,word,1
Ch 10_145_kk,Ch 10,bizdin,бізден,chg,kk,word,1
Ch 10_145_ru,Ch 10,bizdin,от нас,chg,ru,word,1
Ch 10_145_uz,Ch 10,bizdin,bizdan,chg,uz,word,1
Ch 10_145_tr,Ch 10,bizdin,bizden,chg,tr,word,1
Ch 10_148_en,Ch 10,sizni,you (acc),chg,en,word,1
Ch 10_148_kk,Ch 10,sizni,сізді,chg,kk,word,1
Ch 10_148_ru,Ch 10,sizni,вас,chg,ru,word,1
Ch 10_148_uz,Ch 10,sizni,sizni,chg,uz,word,1
Ch 10_148_tr,Ch 10,sizni,sizi,chg,tr,word,1
Ch 10_150_en,Ch 10,sizniñ,yours,chg,en,word,1
Ch 10_152_en,Ch 10,sizler,you (plural),chg,en,word,1
Ch 10_152_ru,Ch 10,sizler,вы (множ.),chg,ru,word,1
Ch 10_153_en,Ch 10,sizlerge,to you (plural),chg,en,word,1
Ch 10_153_kk,Ch 10,sizlerge,сіздерге,chg,kk,word,1
Ch 10_153_ru,Ch 10,sizlerge,вам (множ.),chg,ru,word,1
Ch 10_153_uz,Ch 10,sizlerge,sizlarga,chg,uz,word,1
Ch 10_153_tr,Ch 10,sizlerge,sizlere,chg,tr,word,1
Ch 10_154_en,Ch 10,sizlerni,"you (plural, acc)",chg,en,word,1
Ch 10_154_kk,Ch 10,sizlerni,сіздерді,chg,kk,word,1
Ch 10_154_ru,Ch 10,sizlerni,вас (множ.),chg,ru,word,1
Ch 10_154_uz,Ch 10,sizlerni,sizlarni,chg,uz,word,1
Ch 10_154_tr,Ch 10,sizlerni,sizleri,chg,tr,word,1
Ch 10_155_en,Ch 10,sizlerde,on you (plural),chg,en,word,1
Ch 10_155_kk,Ch 10,sizlerde,сіздерде,chg,kk,word,1
Ch 10_155_ru,Ch 10,sizlerde,на вас (множ.),chg,ru,word,1
Ch 10_155_uz,Ch 10,sizlerde,sizlarda,chg,uz,word,1
Ch 10_155_tr,Ch 10,sizlerde,sizlerde,chg,tr,word,1
Ch 10_157_en,Ch 10,sizlerdin,from you (plural),chg,en,word,1
Ch 10_157_kk,Ch 10,sizlerdin,сіздерден,chg,kk,word,1
Ch 10_157_ru,Ch 10,sizlerdin,от вас (множ.),chg,ru,word,1
Ch 10_157_uz,Ch 10,sizlerdin,sizlardan,chg,uz,word,1
Ch 10_157_tr,Ch 10,sizlerdin,sizlerden,chg,tr,word,1
Ch 10_159_en,Ch 10,olarǧa,to them,chg,en,word,1
Ch 10_159_kk,Ch 10,olarǧa,оларға,chg,kk,word,1
Ch 10_159_ru,Ch 10,olarǧa,им,chg,ru,word,1
Ch 10_159_uz,Ch 10,olarǧa,ularga,chg,uz,word,1
Ch 10_159_tr,Ch 10,olarǧa,onlara,chg,tr,word,1
Ch 10_160_en,Ch 10,olarnı,them,chg,en,word,1
Ch 10_160_kk,Ch 10,olarnı,оларды,chg,kk,word,1
Ch 10_160_ru,Ch 10,olarnı,их,chg,ru,word,1
Ch 10_160_uz,Ch 10,olarnı,ularni,chg,uz,word,1
Ch 10_160_tr,Ch 10,olarnı,onları,chg,tr,word,1
Ch 10_163_en,Ch 10,olardın,from them,chg,en,word,1
Ch 10_163_kk,Ch 10,olardın,олардан,chg,kk,word,1
Ch 10_163_ru,Ch 10,olardın,от них,chg,ru,word,1
Ch 10_163_uz,Ch 10,olardın,ulardan,chg,uz,word,1
Ch 10_163_tr,Ch 10,olardın,onlardan,chg,tr,word,1
Ch 10_164_en,Ch 10,yaǧaçdın al-,to take some wood,chg,en,phrase,2
Ch 10_164_kk,Ch 10,yaǧaçdın al-,ағаштан ал-,chg,kk,phrase,2
Ch 10_164_ru,Ch 10,yaǧaçdın al-,взять немного дерева,chg,ru,phrase,2
Ch 10_164_uz,Ch 10,yaǧaçdın al-,yog'ochdan al-,chg,uz,phrase,2
Ch 10_164_tr,Ch 10,yaǧaçdın al-,ağaçtan al-,chg,tr,phrase,2
Ch 10_166_en,Ch 10,risāla-yi temürçilik,The Manual of Blacksmithing.,chg,en,phrase,2
Ch 10_166_kk,Ch 10,risāla-yi temürçilik,Теміршілік рисаласы,chg,kk,phrase,2
Ch 10_166_ru,Ch 10,risāla-yi temürçilik,Трактат о кузнечном деле.,chg,ru,phrase,2
Ch 10_166_uz,Ch 10,risāla-yi temürçilik,Temirchilik risolasi.,chg,uz,phrase,2
Ch 10_166_tr,Ch 10,risāla-yi temürçilik,Demircilik risalesi.,chg,tr,phrase,2
Ch 10_168_en,Ch 10,äl-ḥamdulillāhi rabbiʾl-ʿālämı̇̄n,"Praise be to God, the Lord of the worlds.",chg,en,phrase,2
Ch 10_168_kk,Ch 10,äl-ḥamdulillāhi rabbiʾl-ʿālämı̇̄n,Әл-хамду лилләһи раббил-әләмин,chg,kk,phrase,2
Ch 10_168_ru,Ch 10,äl-ḥamdulillāhi rabbiʾl-ʿālämı̇̄n,"Хвала Аллаху, Господу миров.",chg,ru,phrase,2
Ch 10_168_uz,Ch 10,äl-ḥamdulillāhi rabbiʾl-ʿālämı̇̄n,Alhamdulillahi rabbil-olamin.,chg,uz,phrase,2
Ch 10_168_tr,Ch 10,äl-ḥamdulillāhi rabbiʾl-ʿālämı̇̄n,Elhamdülillahi rabbil alemin.,chg,tr,phrase,2
Ch 10_169_en,Ch 10,waʾl-ʿāqibätuliʾl-muttaqı̇̄n,"""The sequel is for those who keep their duty.""",chg,en,word,1
Ch 10_169_kk,Ch 10,waʾl-ʿāqibätuliʾl-muttaqı̇̄n,Уәл-ақибәту лил-муттақин,chg,kk,word,1
Ch 10_169_ru,Ch 10,waʾl-ʿāqibätuliʾl-muttaqı̇̄n,«И благой конец богобоязненным».,chg,ru,word,1
Ch 10_169_uz,Ch 10,waʾl-ʿāqibätuliʾl-muttaqı̇̄n,Val-oqibatu lil-muttaqin.,chg,uz,word,1
Ch 10_169_tr,Ch 10,waʾl-ʿāqibätuliʾl-muttaqı̇̄n,"""Ve'l-akıbetü li'l-muttakin.""",chg,tr,word,1
Ch 10_170_en,Ch 10,waʾs-ṣalātu waʾs-salāmu ʿalā rasūlihi Muḥammad wa alihi wa aṣḥābihi äcmaʿı̇̄n,And peace and blessings be upon his Messenger Muhammad and upon all his family and companions.,chg,en,sentence,10
Ch 10_170_kk,Ch 10,waʾs-ṣalātu waʾs-salāmu ʿalā rasūlihi Muḥammad wa alihi wa aṣḥābihi äcmaʿı̇̄n,Уәс-салату уәс-сәләму алә расулиһи Мұхаммед уә әлиһи уә асхабиһи әжмаин,chg,kk,sentence,10
Ch 10_170_ru,Ch 10,waʾs-ṣalātu waʾs-salāmu ʿalā rasūlihi Muḥammad wa alihi wa aṣḥābihi äcmaʿı̇̄n,"И благословение и мир Посланнику Его Мухаммаду, и роду его, и всем сподвижникам его.",chg,ru,sentence,10
Ch 10_170_uz,Ch 10,waʾs-ṣalātu waʾs-salāmu ʿalā rasūlihi Muḥammad wa alihi wa aṣḥābihi äcmaʿı̇̄n,Vassolatu vassalomu ala rasulihi Muhammad va olihi va as'hobihi ajmain.,chg,uz,sentence,10
Ch 10_170_tr,Ch 10,waʾs-ṣalātu waʾs-salāmu ʿalā rasūlihi Muḥammad wa alihi wa aṣḥābihi äcmaʿı̇̄n,Ve's-salatü ve's-selamü ala rasulihi Muhammed ve alihi ve ashabihî ecmain.,chg,tr,sentence,10
Ch 10_171_en,Ch 10,"Amma baʿd: Ḥażret-i Imām Caʿfar Ṣādıq wa rahnumā-yi mufāwıq (rażiyallāhu ʿanhu!) andaǧ riwāyat qılurlar kim,","The Great Imam ca'far al-Sadiq, the commensurate guide, related the story that",chg,en,sentence,15
Ch 10_171_kk,Ch 10,"Amma baʿd: Ḥażret-i Imām Caʿfar Ṣādıq wa rahnumā-yi mufāwıq (rażiyallāhu ʿanhu!) andaǧ riwāyat qılurlar kim,","Әмма бад: Хазіреті Имам Жафар Садық уә раһнама-йи муафық (радиаллаһу анһу!) андағ риуаят қылурлар кім,",chg,kk,sentence,15
Ch 10_171_ru,Ch 10,"Amma baʿd: Ḥażret-i Imām Caʿfar Ṣādıq wa rahnumā-yi mufāwıq (rażiyallāhu ʿanhu!) andaǧ riwāyat qılurlar kim,","А затем: Его Святейшество Имам Джафар Садик, соразмерный наставник (да будет доволен им Аллах!) такое предание повествует, что",chg,ru,sentence,15
Ch 10_171_uz,Ch 10,"Amma baʿd: Ḥażret-i Imām Caʿfar Ṣādıq wa rahnumā-yi mufāwıq (rażiyallāhu ʿanhu!) andaǧ riwāyat qılurlar kim,","Ammo ba'd: Hazrati Imom Ja'far Sodiq va rahnamoyi muvofiq (roziyallohu anhu!) andog' rivoyat qilurlarkim,",chg,uz,sentence,15
Ch 10_171_tr,Ch 10,"Amma baʿd: Ḥażret-i Imām Caʿfar Ṣādıq wa rahnumā-yi mufāwıq (rażiyallāhu ʿanhu!) andaǧ riwāyat qılurlar kim,","Amma ba'd: Hazreti İmam Cafer-i Sadık ve rehnüma-yı muvafık (radıyallahu anh!) şöyle rivayet ederler ki,",chg,tr,sentence,15
Ch 10_172_en,Ch 10,Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dāyim äl-awqāt qawmlarını ı̇̄mānǧa daʿwat qılur érdiler.,Dawud (peace be upon him!) always called his people to the faith.,chg,en,sentence,10
Ch 10_172_kk,Ch 10,Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dāyim äl-awqāt qawmlarını ı̇̄mānǧa daʿwat qılur érdiler.,Хазіреті Дәуіт (ғалейһис-сәлем) дәйім әл-ауқат қауымдарын иманға дағват қылар еділер.,chg,kk,sentence,10
Ch 10_172_ru,Ch 10,Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dāyim äl-awqāt qawmlarını ı̇̄mānǧa daʿwat qılur érdiler.,Хазрат Давуд (мир ему!) всегда призывал свой народ к вере.,chg,ru,sentence,10
Ch 10_172_uz,Ch 10,Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dāyim äl-awqāt qawmlarını ı̇̄mānǧa daʿwat qılur érdiler.,Hazrati Dovud (alayhissalom) doim al-avqot qavmlarini imonga da'vat qilur edilar.,chg,uz,sentence,10
Ch 10_172_tr,Ch 10,Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dāyim äl-awqāt qawmlarını ı̇̄mānǧa daʿwat qılur érdiler.,Hazreti Davut (aleyhisselam) daima kavimlerini imana davet ederlérdi.,chg,tr,sentence,10
Ch 10_173_en,Ch 10,Kāfirlar ı̇̄mān étǧalı unamadılar.,The nonbelievers refused to profess the faith.,chg,en,phrase,4
Ch 10_173_kk,Ch 10,Kāfirlar ı̇̄mān étǧalı unamadılar.,Кәпірлер иман еткелі унамадылар.,chg,kk,phrase,4
Ch 10_173_ru,Ch 10,Kāfirlar ı̇̄mān étǧalı unamadılar.,Неверные отказались исповедовать веру.,chg,ru,phrase,4
Ch 10_173_uz,Ch 10,Kāfirlar ı̇̄mān étǧalı unamadılar.,Kofirlar imon etgali unamadilar.,chg,uz,phrase,4
Ch 10_173_tr,Ch 10,Kāfirlar ı̇̄mān étǧalı unamadılar.,Kafirler iman etmeye yanaşmadılar.,chg,tr,phrase,4
Ch 10_175_en,Ch 10,"Ḥażret rabbuʾl-ʿizzetdin färmān boldı ki, “Ay, Cäbrāʾı̇̄l! Dāwudge ayǧıl,","The Lord of Glory said, ""Oh, Jibra'il! Tell Dawud",chg,en,sentence,9
Ch 10_175_kk,Ch 10,"Ḥażret rabbuʾl-ʿizzetdin färmān boldı ki, “Ay, Cäbrāʾı̇̄l! Dāwudge ayǧıl,","Хазіреті Раббул-Иззатдин перман болды кі, «Ей, Жәбірейіл! Дәуітке айтқын,",chg,kk,sentence,9
Ch 10_175_ru,Ch 10,"Ḥażret rabbuʾl-ʿizzetdin färmān boldı ki, “Ay, Cäbrāʾı̇̄l! Dāwudge ayǧıl,","От Его Величества Господа Славы пришло повеление: «О, Джабраил! Скажи Давуду,",chg,ru,sentence,9
Ch 10_175_uz,Ch 10,"Ḥażret rabbuʾl-ʿizzetdin färmān boldı ki, “Ay, Cäbrāʾı̇̄l! Dāwudge ayǧıl,","Hazrati Rabbul-Izzatdin farmon bo'ldiki, “Ey, Jabroil! Dovudga aytgil,",chg,uz,sentence,9
Ch 10_175_tr,Ch 10,"Ḥażret rabbuʾl-ʿizzetdin färmān boldı ki, “Ay, Cäbrāʾı̇̄l! Dāwudge ayǧıl,","Hazreti Rabbü'l-İzzet'ten ferman oldu ki: ""Ey Cebrail! Davut'a söyle,",chg,tr,sentence,9
Ch 10_176_en,Ch 10,émdi qawmını ı̇̄mānǧa daʿwat qılsun!’” dédiler.,"at last to call his people to the faith.""",chg,en,sentence,6
Ch 10_176_kk,Ch 10,émdi qawmını ı̇̄mānǧa daʿwat qılsun!’” dédiler.,«енді қауымын иманға дағват қылсын!» – деділер.,chg,kk,sentence,6
Ch 10_176_ru,Ch 10,émdi qawmını ı̇̄mānǧa daʿwat qılsun!’” dédiler.,«наконец пусть призовет свой народ к вере!» — сказал Он.,chg,ru,sentence,6
Ch 10_176_uz,Ch 10,émdi qawmını ı̇̄mānǧa daʿwat qılsun!’” dédiler.,“endi qavmini imonga da'vat qilsun!” - dédilar.,chg,uz,sentence,6
Ch 10_176_tr,Ch 10,émdi qawmını ı̇̄mānǧa daʿwat qılsun!’” dédiler.,"""şimdi kavmini imana davet etsin!"" dédiler.",chg,tr,sentence,6
Ch 10_177_en,Ch 10,Ḥażret-i Dāwud ānçunān saʿı̇̄ qıldı kim bolmadılar.,"Dawud put in such effort, with no result.",chg,en,sentence,7
Ch 10_177_kk,Ch 10,Ḥażret-i Dāwud ānçunān saʿı̇̄ qıldı kim bolmadılar.,Хазіреті Дәуіт соншалықты сай қылды кім болмадылар.,chg,kk,sentence,7
Ch 10_177_ru,Ch 10,Ḥażret-i Dāwud ānçunān saʿı̇̄ qıldı kim bolmadılar.,"Хазрат Давуд приложил столько усилий, но безрезультатно.",chg,ru,sentence,7
Ch 10_177_uz,Ch 10,Ḥażret-i Dāwud ānçunān saʿı̇̄ qıldı kim bolmadılar.,Hazrati Dovud onchunon sa'y qildikim bo'lmadilar.,chg,uz,sentence,7
Ch 10_177_tr,Ch 10,Ḥażret-i Dāwud ānçunān saʿı̇̄ qıldı kim bolmadılar.,Hazreti Davut o kadar gayret etti ki olmadı.,chg,tr,sentence,7
Ch 10_178_en,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) kelip, dédi ki, “Ay, Dāwud!","Jibra'il (peace be upon him!) came and said, ""Oh, Dawud!",chg,en,sentence,8
Ch 10_178_kk,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) kelip, dédi ki, “Ay, Dāwud!","Хазіреті Жәбірейіл (ғалейһис-сәлем) келіп, деді кі: «Ей, Дәуіт!",chg,kk,sentence,8
Ch 10_178_ru,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) kelip, dédi ki, “Ay, Dāwud!","Хазрат Джабраил (мир ему!) придя, сказал: «О, Давуд!",chg,ru,sentence,8
Ch 10_178_uz,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) kelip, dédi ki, “Ay, Dāwud!","Hazrati Jabroil (alayhissalom) kelib, dédiki, “Ey, Dovud!",chg,uz,sentence,8
Ch 10_178_tr,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) kelip, dédi ki, “Ay, Dāwud!","Hazreti Cebrail (aleyhisselam) gelip dédi ki: ""Ey Davut!",chg,tr,sentence,8
Ch 10_181_en,Ch 10,"Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dédi ki, “Men neme iş qılurmen?” dédi.","Dawud (peace be upon him!) said, ""What should I do?""",chg,en,sentence,10
Ch 10_181_kk,Ch 10,"Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dédi ki, “Men neme iş qılurmen?” dédi.",Хазіреті Дәуіт (ғалейһис-сәлем) деді кі: «Мен не іс қыламын?» – деді.,chg,kk,sentence,10
Ch 10_181_ru,Ch 10,"Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dédi ki, “Men neme iş qılurmen?” dédi.",Хазрат Давуд (мир ему!) сказал: «Что же мне делать?»,chg,ru,sentence,10
Ch 10_181_uz,Ch 10,"Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dédi ki, “Men neme iş qılurmen?” dédi.","Hazrati Dovud (alayhissalom) dédiki, “Men nima ish qilurman?” dédi.",chg,uz,sentence,10
Ch 10_181_tr,Ch 10,"Ḥażret-i Dāwud (ʿaläyhiʾs-sälām) dédi ki, “Men neme iş qılurmen?” dédi.","Hazreti Davut (aleyhisselam) dédi ki: ""Ben ne iş yaparım?"" dédi.",chg,tr,sentence,10
Ch 10_182_en,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) dargāh-ı ḥaqqge barıp, Ḥażret-i Dāwud sözini qıldılar.",Jibra'il (peace be upon him!) went to the presence of God and talked to Him about Dawud.,chg,en,sentence,10
Ch 10_182_kk,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) dargāh-ı ḥaqqge barıp, Ḥażret-i Dāwud sözini qıldılar.","Хазіреті Жәбірейіл (ғалейһис-сәлем) дәргеһ-і хаққа барып, Хазіреті Дәуіт сөзін қылдылар.",chg,kk,sentence,10
Ch 10_182_ru,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) dargāh-ı ḥaqqge barıp, Ḥażret-i Dāwud sözini qıldılar.","Хазрат Джабраил (мир ему!) отправившись к Престолу Истины, передал слова Хазрата Давуда.",chg,ru,sentence,10
Ch 10_182_uz,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) dargāh-ı ḥaqqge barıp, Ḥażret-i Dāwud sözini qıldılar.","Hazrati Jabroil (alayhissalom) dargohi haqqa borib, Hazrati Dovud so'zini qildilar.",chg,uz,sentence,10
Ch 10_182_tr,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) dargāh-ı ḥaqqge barıp, Ḥażret-i Dāwud sözini qıldılar.","Hazreti Cebrail (aleyhisselam) dergâh-ı hakka varıp, Hazreti Davut sözünü ettiler.",chg,tr,sentence,10
Ch 10_184_en,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) Ḥażret-i Dāwudǧa kelip dédi ki,","Jibra'il (peace be upon him!) came to Dawud and said,",chg,en,sentence,8
Ch 10_184_kk,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) Ḥażret-i Dāwudǧa kelip dédi ki,",Хазіреті Жәбірейіл (ғалейһис-сәлем) Хазіреті Дәуітке келіп деді кі:,chg,kk,sentence,8
Ch 10_184_ru,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) Ḥażret-i Dāwudǧa kelip dédi ki,","Хазрат Джабраил (мир ему!) придя к Хазрату Давуду, сказал:",chg,ru,sentence,8
Ch 10_184_uz,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) Ḥażret-i Dāwudǧa kelip dédi ki,","Hazrati Jabroil (alayhissalom) Hazrati Dovudga kelib dédiki,",chg,uz,sentence,8
Ch 10_184_tr,Ch 10,"Ḥażret-i Cäbrāʾı̇̄l (ʿaläyhiʾs-sälām) Ḥażret-i Dāwudǧa kelip dédi ki,",Hazreti Cebrail (aleyhisselam) Hazreti Davut'a gelip dédi ki:,chg,tr,sentence,8
Ch 10_185_en,Ch 10,"“Ay, Dāwud! Saña ahangirlik käsb färmān boldılar.”","""Oh, Dawud! The profession of blacksmithing has been ordered unto you.""",chg,en,sentence,7
Ch 10_185_kk,Ch 10,"“Ay, Dāwud! Saña ahangirlik käsb färmān boldılar.”","«Ей, Дәуіт! Саған аһәнгерлік кәсіп перман болды».",chg,kk,sentence,7
Ch 10_185_ru,Ch 10,"“Ay, Dāwud! Saña ahangirlik käsb färmān boldılar.”","«О, Давуд! Тебе велено заняться кузнечным ремеслом».",chg,ru,sentence,7
Ch 10_185_uz,Ch 10,"“Ay, Dāwud! Saña ahangirlik käsb färmān boldılar.”","“Ey, Dovud! Senga ohangarlik kasb farmon bo'ldilar.”",chg,uz,sentence,7
Ch 10_185_tr,Ch 10,"“Ay, Dāwud! Saña ahangirlik käsb färmān boldılar.”","""Ey Davut! Sana ahengerlik/demircilik kesb ferman oldu.""",chg,tr,sentence,7
Ch 10_186_en,Ch 10,"Ḥażret ḥaqq subḥāna wa taʾālāǧa Ḥażret-i Dāwud münäcät qıldılar kim, dédi ki,","Dawud prayed to God the Highest, saying,",chg,en,sentence,12
Ch 10_186_kk,Ch 10,"Ḥażret ḥaqq subḥāna wa taʾālāǧa Ḥażret-i Dāwud münäcät qıldılar kim, dédi ki,","Хазіреті Хақ Сұбхана уә Тағалаға Хазіреті Дәуіт мінәжат қылдылар кім, деді кі:",chg,kk,sentence,12
Ch 10_186_ru,Ch 10,"Ḥażret ḥaqq subḥāna wa taʾālāǧa Ḥażret-i Dāwud münäcät qıldılar kim, dédi ki,","Хазрат Давуд воззвал к Его Величеству Господу Преславному и Всевышнему, говоря:",chg,ru,sentence,12
Ch 10_186_uz,Ch 10,"Ḥażret ḥaqq subḥāna wa taʾālāǧa Ḥażret-i Dāwud münäcät qıldılar kim, dédi ki,","Hazrati Haq Subhona va Taologa Hazrati Dovud munojot qildilarkim, dédiki,",chg,uz,sentence,12
Ch 10_186_tr,Ch 10,"Ḥażret ḥaqq subḥāna wa taʾālāǧa Ḥażret-i Dāwud münäcät qıldılar kim, dédi ki,","Hazreti Hak Sübhane ve Teala'ya Hazreti Davut münacaat kıldı ki, dédi ki:",chg,tr,sentence,12
Ch 10_187_en,Ch 10,"“Ay, färwärdigārim, härkārlar saña asān, wa bizlerge müşkil turur!”","""Oh, God, every craft is easy for you, and difficult for us!""",chg,en,sentence,9
Ch 10_187_kk,Ch 10,"“Ay, färwärdigārim, härkārlar saña asān, wa bizlerge müşkil turur!”","«Ей, Пәруәрдигерім, әр кәрлар саған оңай, уә біздерге мүшкіл тұр!»",chg,kk,sentence,9
Ch 10_187_ru,Ch 10,"“Ay, färwärdigārim, härkārlar saña asān, wa bizlerge müşkil turur!”","«О, Господь мой, всякое дело для Тебя легко, а для нас трудно!»",chg,ru,sentence,9
Ch 10_187_uz,Ch 10,"“Ay, färwärdigārim, härkārlar saña asān, wa bizlerge müşkil turur!”","“Ey, Parvardigorim, har korlar Senga oson, va bizlarga mushkul turur!”",chg,uz,sentence,9
Ch 10_187_tr,Ch 10,"“Ay, färwärdigārim, härkārlar saña asān, wa bizlerge müşkil turur!”","""Ey Pervérdigâr'ım, her kâr sana asan, ve bizlere müşkül durur!""",chg,tr,sentence,9
Ch 10_189_en,Ch 10,cännätde bir qoy wa bir taş yaratkenmen.,In Paradise I have created a sheep and a stone.,chg,en,sentence,7
Ch 10_189_kk,Ch 10,cännätde bir qoy wa bir taş yaratkenmen.,Жәннатта бір қой уә бір тас жаратқанмын.,chg,kk,sentence,7
Ch 10_189_ru,Ch 10,cännätde bir qoy wa bir taş yaratkenmen.,В Раю Я создал одну овцу и один камень.,chg,ru,sentence,7
